month,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity,month_num,quarter,year,time_idx,lag_1,lag_2,roll_mean_3,roll_std_3,cat_Clothing & Accessories,cat_Furniture,cat_Office Supplies,cat_Technology,reg_Asia Pacific,reg_Europe,reg_Middle East & Africa,reg_North America,reg_South America
2023-06-01,0.0,0.0,0.0,55.09,0.0,0.0,6,2,2023,6,52.98,482.46,557.61,546.0969729819055,False,False,False,True,False,False,False,False,True
2023-07-01,1864.12,722.41,3.0,75.61666666666667,11.666666666666666,15.0,7,3,2023,7,0.0,52.98,178.48,264.5838249024304,False,False,False,True,False,False,False,False,True
2023-08-01,0.0,0.0,0.0,55.09,0.0,0.0,8,3,2023,8,1864.12,0.0,639.0333333333333,1061.2868253838512,False,False,False,True,False,False,False,False,True
2023-09-01,550.64,204.58,3.0,66.95333333333333,3.333333333333333,7.0,9,3,2023,9,0.0,1864.12,621.3733333333333,1076.2501838017652,False,False,False,True,False,False,False,False,True
2023-10-01,187.59,51.89,2.0,61.94499999999999,5.0,3.0,10,4,2023,10,550.64,0.0,804.92,957.7210357927825,False,False,False,True,False,False,False,False,True
2023-11-01,312.87,99.91,3.0,53.79,0.0,8.0,11,4,2023,11,187.59,550.64,246.07666666666668,279.9403865706649,False,False,False,True,False,False,False,False,True
2023-12-01,0.0,0.0,0.0,55.09,0.0,0.0,12,4,2023,12,312.87,187.59,350.3666666666666,184.40668543557018,False,False,False,True,False,False,False,False,True
2024-01-01,0.0,0.0,0.0,55.09,0.0,0.0,1,1,2024,13,0.0,312.87,166.82000000000002,157.46572293677096,False,False,False,True,False,False,False,False,True
2024-02-01,74.68,19.7,1.0,78.61,5.0,1.0,2,1,2024,14,0.0,0.0,104.29,180.6355787213579,False,False,False,True,False,False,False,False,True
2024-03-01,55.14,12.66,1.0,27.57,0.0,2.0,3,1,2024,15,74.68,0.0,24.893333333333334,43.116518103081255,False,False,False,True,False,False,False,False,True
2024-04-01,2106.24,702.5,5.0,101.538,16.0,22.0,4,2,2024,16,55.14,74.68,43.27333333333333,38.728399571029705,False,False,False,True,False,False,False,False,True
2024-05-01,70.74,11.85,1.0,26.2,10.0,3.0,5,2,2024,17,2106.24,55.14,745.3533333333334,1178.6029197882267,False,False,False,True,False,False,False,False,True
2024-06-01,335.92,120.86,2.0,129.205,2.5,4.0,6,2,2024,18,70.74,2106.24,744.04,1179.7255909744433,False,False,False,True,False,False,False,False,True
2024-07-01,73.52,9.51,1.0,17.3,15.0,5.0,7,3,2024,19,335.92,70.74,837.6333333333332,1106.6174877225342,False,False,False,True,False,False,False,False,True
2024-08-01,254.28,95.8,1.0,63.57,0.0,4.0,8,3,2024,20,73.52,335.92,160.06,152.3055704825002,False,False,False,True,False,False,False,False,True
2024-09-01,523.35,158.98,4.0,76.85,6.25,11.0,9,3,2024,21,254.28,73.52,221.24,134.28392010959405,False,False,False,True,False,False,False,False,True
2024-10-01,155.41,29.01,2.0,43.1,10.0,4.0,10,4,2024,22,523.35,254.28,283.7166666666667,226.35513078641085,False,False,False,True,False,False,False,False,True
2024-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2024,23,155.41,523.35,311.0133333333333,190.41786742145067,False,False,False,True,False,False,False,False,True
2024-12-01,375.54,145.71,1.0,62.59,0.0,6.0,12,4,2024,24,0.0,155.41,226.25333333333333,268.77107179407005,False,False,False,True,False,False,False,False,True
2025-01-01,528.66,136.68,2.0,79.59,15.0,9.0,1,1,2025,25,375.54,0.0,176.98333333333332,188.69718978652853,False,False,False,True,False,False,False,False,True
2025-02-01,1372.14,520.29,3.0,76.28666666666668,8.333333333333334,17.0,2,1,2025,26,528.66,375.54,301.4,272.0163664193752,False,False,False,True,False,False,False,False,True
2025-03-01,384.4,89.06,2.0,37.07,12.5,11.0,3,1,2025,27,1372.14,528.66,758.7800000000001,536.6742967573533,False,False,False,True,False,False,False,False,True
2025-04-01,497.83,130.46,3.0,86.22666666666665,13.333333333333334,10.0,4,2,2025,28,384.4,1372.14,761.7333333333332,533.5259702519953,False,False,False,True,False,False,False,False,True
2025-05-01,110.23,21.77,2.0,60.18000000000001,7.5,2.0,5,2,2025,29,497.83,384.4,751.4566666666666,540.5112778040186,False,False,False,True,False,False,False,False,True
2025-06-01,907.92,348.65,2.0,88.46000000000001,5.0,11.0,6,2,2025,30,110.23,497.83,330.8199999999999,199.2775760089427,False,False,False,True,False,False,False,False,True
2025-07-01,576.5,185.39,1.0,53.38,10.0,12.0,7,3,2025,31,907.92,110.23,505.32666666666654,398.8978365864287,False,False,False,True,False,False,False,False,True
2025-08-01,1457.57,541.07,3.0,132.34666666666666,10.0,12.0,8,3,2025,32,576.5,907.92,531.5499999999998,400.7402037480141,False,False,False,True,False,False,False,False,True
2025-09-01,0.0,0.0,0.0,55.09,0.0,0.0,9,3,2025,33,1457.57,576.5,980.6633333333333,445.01660714329853,False,False,False,True,False,False,False,False,True
2025-10-01,100.08,15.05,2.0,56.46,12.5,2.0,10,4,2025,34,0.0,1457.57,678.0233333333332,734.0693541030936,False,False,False,True,False,False,False,False,True
2025-11-01,0.0,0.0,0.0,55.09,0.0,0.0,11,4,2025,35,100.08,0.0,519.2166666666666,814.1770294188685,False,False,False,True,False,False,False,False,True
2025-12-01,0.0,0.0,0.0,55.09,0.0,0.0,12,4,2025,36,0.0,100.08,33.36,57.781214940499524,False,False,False,True,False,False,False,False,True
